,question,label
0,Hello!,no_rag
1,How are you?,no_rag
2,What's your favorite Syrian dish?,no_rag
3,Tell me something about Syrian culture.,no_rag
4,What is the capital of Syria?,no_rag
5,How do Syrians celebrate Eid?,no_rag
6,What is a traditional Syrian instrument?,no_rag
7,Can you describe a Syrian marketplace?,no_rag
8,What is the significance of Damascus?,no_rag
9,How do Syrians greet each other?,no_rag
10,What is a popular Syrian dessert?,no_rag
11,Can you tell me about a Syrian tradition?,no_rag
12,What is the main ingredient in hummus?,no_rag
13,How does Syria celebrate New Year?,no_rag
14,What is the significance of the Euphrates River?,no_rag
15,Can you describe a Syrian wedding tradition?,no_rag
16,What is a traditional Syrian dance?,no_rag
17,How do Syrians prepare for Ramadan?,no_rag
18,What is a famous Syrian landmark?,no_rag
19,Can you tell me about a Syrian proverb?,no_rag
20,What is the significance of the Aleppo Citadel?,no_rag
21,How do Syrians celebrate birthdays?,no_rag
22,What is a popular Syrian sport?,no_rag
23,Can you name a famous Syrian artist?,no_rag
24,What is the significance of the Syrian flag's colors?,no_rag
25,How do Syrians make traditional coffee?,no_rag
26,What is a traditional Syrian game?,no_rag
27,Can you describe a Syrian festival?,no_rag
28,What is the significance of the ancient city of Palmyra?,no_rag
29,How do Syrians celebrate spring?,no_rag
30,What is a popular Syrian song?,no_rag
31,Can you tell me about a Syrian legend?,no_rag
32,What is the significance of the city of Homs?,no_rag
33,How do Syrians enjoy their weekends?,no_rag
34,What is a traditional Syrian craft?,no_rag
35,Can you describe a Syrian village?,no_rag
36,What is the significance of the Syrian desert?,no_rag
37,How do Syrians prepare for harvest season?,no_rag
38,What is a famous Syrian historical site?,no_rag
39,Can you tell me about a Syrian myth?,no_rag
40,What is the significance of the Tigris River to Syria?,no_rag
41,How do Syrians celebrate Mother's Day?,no_rag
42,What is a traditional Syrian instrument?,no_rag
43,Can you describe a Syrian tradition?,no_rag
44,What is the significance of olive trees in Syria?,no_rag
45,How do Syrians celebrate Christmas?,no_rag
46,What is a popular Syrian musical instrument?,no_rag
47,Can you tell me about a famous Syrian poet?,no_rag
48,What is the significance of the Umayyad Mosque?,no_rag
49,How do Syrians traditionally make pita bread?,no_rag
